Current Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Date of Launch,Launch Site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2154 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2155,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2156 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2157 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2158 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2159 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2160 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2161 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2162 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2163 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2164 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2166,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2167,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2168 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2169 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2170 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2171 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2174 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2175 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2178 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2179 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2180 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2181 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2182 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2184 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2185 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2186,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2187,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2188,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2189 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2190,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2191,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2192 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2193 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2194 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2195 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2196 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2197 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2198 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2209 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2210 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2211 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2212 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2213,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2213 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2214,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2215,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2217,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2218 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2219,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2220,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2221,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2222,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2223 ,USA,Commercial,Communications,,LEO,3/4/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2224,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2225,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2226 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2227,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2228,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2229 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2231,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2232,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2233,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2234,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2235,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2236,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2237,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2238,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2240,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2241,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2242,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2243 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2244,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2245,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2247,USA,Commercial,Communications,,LEO,5/9/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2248,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2249,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2250,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2251,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2252,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2253,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2254 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2255,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2256,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2257 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2258 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2260 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2262 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2263 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2264 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2265 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2266 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2267 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2268 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2269,USA,Commercial,Communications,,LEO,5/9/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2270 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2271 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2272 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2273 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2274,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2275,USA,Commercial,Communications,,LEO,5/15/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2278 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2279 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2280 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2282 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2283 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2284 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2285 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2286 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2288 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2290 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2291 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2292 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2293 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2294 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2295 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2296 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2298 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2299 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2300 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2301 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2303 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2304 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2305 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2307 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2308 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2309 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2310 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2312 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2314 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2315 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2317 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2319 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2320 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2321 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2322 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2323 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2324 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2325 ,USA,Commercial,Communications,,LEO,3/24/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2326 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2327 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2329 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2330 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2331 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2332 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2333 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2334 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2335 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2336 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2337 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2338 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2339 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2340 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2341 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2342 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2343 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2344 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2345 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2346 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2347 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2348 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2349 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2351 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2352 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2353 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2354 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2355 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2356 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2357 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2358 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2359 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2360 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2361 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2362 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2363 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2364 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2365 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2366 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2367 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2368 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2369 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2370 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2371 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2372 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2373 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2374 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2375 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2376 ,USA,Commercial,Communications,,LEO,3/14/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starlink-2377 ,USA,Commercial,Communications,,LEO,3/11/2021,Cape Canaveral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
